# in_press_x,in_press_y,in_target_x,in_target_y,in_flow_x,in_flow_y,in_importance,in_crowdedness,out_grow_x,out_grow_y,out_prune_x,out_prune_y,out_shift_x,out_shift_y,out_apoptosis
0.031399,0.925433,0.601138,0.799145,0.936062,0.910525,0.734198,0.500682,0.335302,0.305347,0.035208,-0.018111,0.225667,-0.018615,-0.985624
-0.265745,-0.704795,-0.316824,-0.948484,-0.738847,0.328565,0.985412,0.205705,-0.255889,0.076139,-0.012302,0.021611,-0.163353,0.181882,-1.0
0.584121,-0.724021,-0.76346,0.645855,0.706966,-0.180076,0.626232,0.236025,0.409289,-0.073093,0.021441,-0.015897,-0.124734,0.176795,-0.972128
-0.691261,0.748225,-0.161809,-0.986822,0.414208,-0.334144,0.888705,0.308322,0.121456,-0.111888,0.029813,-0.004522,0.196827,-0.159007,-1.0
-0.176577,0.46025,-0.678644,-0.734468,0.277363,0.363889,0.736621,0.243293,0.138434,0.103694,-0.009354,-0.031024,0.075259,-0.174003,-1.0
0.399123,-0.031901,-0.894085,-0.447897,0.713658,0.170581,0.855827,0.241168,0.266394,0.076826,0.003753,0.045156,-0.169781,0.00564,-1.0
-0.698102,-0.620514,0.629949,-0.776637,0.886289,-0.074238,0.057364,0.167929,0.987053,-0.178255,0.001608,-0.006599,0.21235,0.048231,-1.0
0.660253,0.236589,-0.291858,-0.956462,-0.364906,0.07245,0.953294,0.772398,-0.15421,-0.018935,0.029452,0.039735,-0.152873,-0.006699,-0.986659
-0.489497,0.478337,0.992142,-0.125114,-0.5355,0.343207,0.786083,0.467098,-0.271976,0.144785,0.014342,0.03908,0.192508,-0.084245,-1.0
0.430244,-0.252057,-0.796368,-0.604813,-0.461453,0.793204,0.770629,0.063044,-0.226039,0.358262,0.031643,-0.008651,-0.167526,0.077595,-1.0
-0.610718,-0.556517,0.395967,0.918265,0.935881,-0.632601,0.759908,0.794847,0.396414,-0.181425,0.048273,0.01827,0.179482,0.0867,-0.984267
0.495867,0.59773,0.99598,-0.089571,-0.651164,0.694796,0.635869,0.72247,-0.285366,0.423101,-0.008547,-0.012023,-0.195065,-0.158559,-1.0
-0.042371,-0.371262,-0.865186,-0.50145,0.721196,0.991863,0.168578,0.930114,0.503025,0.852242,0.008889,-0.033587,-0.113413,0.216741,-1.0
0.585686,-0.57957,-0.695988,0.718054,0.229941,-0.16166,0.941209,0.423782,0.095487,-0.057161,-0.026445,0.030921,-0.099746,0.141467,-0.975503
-0.629908,0.002816,0.926374,0.376604,0.38024,0.034931,0.137545,0.094292,0.646396,0.077985,0.02552,0.021213,0.18977,0.005704,-0.976951
0.907711,-0.174619,0.107995,0.994151,-0.707169,0.638944,0.91469,0.331884,-0.206287,0.297468,0.019873,0.062369,-0.181129,0.063046,-0.976306
-0.970682,0.094278,0.682647,0.730748,0.263241,-0.729195,0.094191,0.277863,0.547877,-0.876887,-0.002582,-0.019416,0.214686,-0.008838,-0.974752
-0.044272,0.21071,0.06995,0.997551,-0.494794,0.26436,0.032745,0.418407,-0.800125,0.611232,-0.020895,0.042555,-0.163302,0.18618,-0.95549
-0.443404,0.385112,-0.867563,0.497328,0.537003,0.633503,0.29066,0.486498,0.406912,0.737632,-0.038167,-0.061109,0.181169,0.105022,-1.0
-0.746387,0.015834,-0.670789,0.741648,0.063198,-0.542659,0.924775,0.112904,0.000974,-0.208283,0.008275,-0.021992,0.174137,-0.056106,-1.0
0.936558,0.788787,0.400065,-0.916487,-0.22638,-0.477677,0.281896,0.098621,-0.170488,-0.545445,0.016653,-0.037091,-0.07068,-0.182957,-0.982134
-0.300218,0.849275,-0.632559,0.774512,0.353242,0.717319,0.164813,0.739787,0.249051,0.975469,0.063471,-0.048762,0.22665,-0.013484,-0.998889
0.075918,-0.088167,0.241898,0.970302,-0.305325,-0.132605,0.177886,0.935406,-0.505409,-0.112687,0.292717,0.084634,-0.077559,0.177575,-1.0
-0.326927,0.145892,0.864465,-0.502694,-0.139681,0.67664,0.021839,0.403913,0.018712,0.973643,0.03071,-0.062842,0.214178,0.01869,-0.986218
-0.095674,0.43939,0.629693,-0.776844,-0.903419,-0.161473,0.147523,0.955667,-0.922076,-0.391304,0.01019,0.049296,-0.097824,-0.231705,-0.996792
0.213976,0.995162,-0.878811,-0.477169,0.812674,-0.168444,0.264543,0.941442,0.832903,-0.32714,0.025221,-0.004667,-0.043627,-0.181592,-0.957861
-0.749614,-0.376161,-0.923,0.3848,-0.818666,-0.31223,0.055173,0.990523,-0.979648,-0.260209,0.000276,-0.005784,-0.116654,0.225127,-0.983735
0.462779,0.397615,0.972061,0.234728,0.652683,-0.43605,0.358608,0.962934,0.570552,-0.317235,0.046834,0.022295,0.115098,-0.186409,-1.0
0.130988,-0.273166,0.753937,-0.656947,-0.912561,0.937352,0.98172,0.857935,-0.255701,0.340434,-0.003252,-0.036465,-0.122582,0.230906,-1.0
-0.657064,0.731249,-0.064157,0.99794,0.820354,0.231171,0.214498,0.641319,0.931673,0.430806,0.049897,-0.026018,0.160755,0.003845,-0.974762
-0.791707,0.299838,0.837259,-0.546806,0.488496,-0.37565,0.313217,0.575397,0.516675,-0.417042,-0.00092,-0.014955,0.21802,-0.090738,-1.0
-0.425677,-0.597436,0.910168,-0.414239,0.750941,-0.151444,0.925951,0.006494,0.239509,-0.108608,0.016184,-0.030357,0.170835,0.075734,-1.0
0.174044,-0.663893,0.593461,-0.804863,0.122349,0.65925,0.831145,0.664301,0.087035,0.2932,-0.051875,0.019004,0.027794,0.188992,-1.0
-0.081048,-0.531176,-0.558844,0.829273,0.732519,-0.291473,0.753978,0.700534,0.415381,-0.057707,-0.064099,0.002744,0.004865,0.164708,-1.0
-0.127775,-0.640069,-0.022254,0.999752,0.462185,-0.776645,0.32042,0.925427,0.561345,-0.70319,-0.055448,0.021056,0.092405,0.212489,-0.991822
0.232938,-0.839307,0.963764,0.266756,-0.276705,0.440211,0.37665,0.908936,-0.192472,0.388479,-0.012755,-0.02253,-0.047006,0.201732,-0.98268
0.187699,-0.068725,0.82487,-0.565323,-0.033318,-0.336174,0.95562,0.577363,0.030086,-0.122839,-0.039987,0.012033,0.000246,-0.199709,-0.98431
0.916402,0.77883,0.883469,-0.468489,0.17762,-0.498838,0.784636,0.636921,0.099399,-0.208594,0.03693,0.000852,-0.030305,-0.124172,-1.0
-0.752086,-0.782324,-0.37127,-0.928525,-0.324335,0.493797,0.861281,0.395664,-0.146219,0.206634,-0.002162,0.045319,0.014463,0.255758,-1.0
0.424168,-0.600696,-0.74838,0.663271,-0.603963,0.536353,0.540227,0.900029,-0.398818,0.335287,-0.021173,0.007768,-0.102281,0.128623,-0.939702
0.873254,0.411662,-0.818928,0.573896,-0.9493,-0.064427,0.178076,0.22368,-1.0,0.032589,-0.027902,-0.021859,-0.198456,0.013031,-0.990971
-0.914533,-0.404843,-0.910908,0.41261,0.881562,-0.040549,0.665686,0.048538,0.485088,-0.014488,0.003165,0.003469,0.160827,0.091681,-0.981289
0.695656,0.049826,0.631699,-0.775213,0.343373,0.398066,0.777034,0.04214,0.240229,0.118456,-0.036495,-0.01928,-0.122716,-0.09809,-1.0
-0.583692,-0.245309,-0.524747,-0.851259,-0.344122,-0.293838,0.029459,0.735709,-0.686082,-0.689027,0.004103,0.047521,-0.026005,-0.198776,-0.993692
-0.990854,0.36998,0.973629,0.228139,0.722572,0.122938,0.633516,0.697162,0.39835,0.08962,0.071437,8.5e-05,0.156262,0.009998,-0.98392
0.515198,0.39411,-0.696185,0.717863,0.977644,-0.723874,0.355465,0.154074,0.737084,-0.51183,0.056641,0.020159,-0.164913,-0.166154,-0.943363
-0.357736,-0.08455,0.95574,0.294212,0.162106,-0.136156,0.485213,0.688081,0.155544,-0.012173,-0.399844,0.144289,0.186536,0.025983,-1.0
0.972692,0.003303,-0.970186,0.24236,-0.135977,-0.688028,0.303898,0.749058,-0.244123,-0.650038,-0.016965,0.010832,-0.129636,0.000424,-0.944097
-0.668067,-0.528057,1.0,0.000677,-0.863043,-0.421429,0.158049,0.426368,-0.820455,-0.507478,0.008935,0.027687,0.182931,0.057848,-0.97739
0.377984,-0.604245,0.589123,-0.808043,-0.534314,-0.321138,0.369433,0.210793,-0.390158,-0.360383,0.003226,-0.000722,-0.187287,-0.050226,-1.0
-0.237319,-0.208709,-0.911279,0.411789,0.267799,-0.802346,0.426919,0.772665,0.040434,-0.588712,-0.024305,-0.00529,-0.133557,-0.106681,-0.97186
0.440524,-0.411299,0.911318,0.411704,-0.336166,-0.307056,0.574816,0.407929,-0.177755,-0.204537,-0.005822,-0.01402,-0.144027,0.094916,-1.0
0.055798,0.47466,0.445961,0.895052,-0.583553,-0.493561,0.842193,0.017678,-0.315918,-0.262001,0.080467,0.004401,-0.086784,-0.189993,-0.957952
0.70004,0.733653,0.945617,-0.325283,0.764283,0.334195,0.61087,0.827948,0.440545,0.073889,0.040891,-0.035592,0.010807,-0.206637,-1.0
0.439411,0.761269,0.882267,0.470749,0.455779,-0.834447,0.87298,0.431958,0.259196,-0.291151,0.008822,-0.000899,0.041481,-0.180975,-0.987437
-0.869597,-0.820518,0.22264,-0.974901,0.913634,0.40636,0.172214,0.291304,1.0,0.204676,-0.028042,-0.011422,0.196114,0.055474,-0.988322
-0.559757,0.266765,-0.993425,-0.114483,0.769385,0.157685,0.161452,0.690284,0.951081,0.237336,-0.007787,-0.032136,0.169547,-0.079485,-0.966531
-0.192487,-0.666515,-0.446451,-0.894808,0.170704,0.849349,0.391631,0.153583,0.08365,0.67131,-0.000229,0.025383,0.04304,0.142061,-0.971382
-0.911425,-0.979927,0.809113,-0.587654,-0.95823,-0.043919,0.833115,0.10053,-0.367442,-0.062554,-0.009158,0.008838,0.168261,0.129351,-0.996683
-0.286819,-0.810349,0.299102,0.954221,0.914057,-0.607518,0.40913,0.895436,0.786918,-0.264517,-0.02112,0.0118,0.146574,0.155022,-0.950705
0.743791,0.276354,-0.82469,0.565585,-0.674439,0.836072,0.587107,0.209972,-0.394128,0.443461,-0.077347,0.015888,-0.196156,0.058734,-0.967482
-0.050407,-0.057265,0.980416,0.196937,-0.565572,-0.7847,0.400424,0.724563,-0.349056,-0.689044,-0.024601,0.020912,0.123493,-0.162331,-0.968629
-0.61486,0.833039,-0.988203,0.153149,-0.715758,0.186612,0.096993,0.025819,-0.961861,0.201664,-0.033824,-0.035801,-0.089754,-0.164285,-1.0
0.826202,-0.410875,-0.345028,0.938592,0.687528,-0.839721,0.339723,0.113193,0.678535,-0.642853,-0.009003,0.020748,-0.145336,0.129745,-1.0
-0.809129,0.933934,-0.691406,0.722466,-0.41846,-0.447406,0.987564,0.156956,-0.16591,-0.154374,0.006073,0.018347,9.3e-05,-0.188316,-0.964902
0.356548,-0.304544,-0.915707,-0.401847,0.253328,-0.172597,0.240458,0.938838,0.21698,-0.19692,-0.40644,0.234777,-0.188658,-0.098202,-0.979002
0.982136,-0.892363,0.465127,0.885244,0.323791,-0.196623,0.552811,0.89699,0.143858,-0.05015,0.045758,-0.121526,-0.040328,0.174154,-1.0
0.160996,-0.591493,-0.53071,-0.847553,0.496105,-0.24676,0.810323,0.61238,0.205566,-0.139821,-0.017911,0.019978,0.103033,-0.241036,-1.0
-0.620321,-0.834765,0.492061,0.870561,-0.453527,-0.946141,0.934735,0.51057,-0.134052,-0.366331,-0.014338,-0.016254,0.079579,0.134409,-1.0
-0.7384,0.931724,-0.971678,-0.236309,0.209923,-0.012552,0.909587,0.673759,0.087261,0.012181,0.07971,-0.029834,0.120896,-0.160702,-0.963327
-0.906436,-0.792238,0.73389,0.679268,0.941936,0.410347,0.364346,0.495014,0.750547,0.421705,0.037773,-0.011165,0.141222,0.156666,-1.0
-0.086498,0.489274,-0.444282,-0.895887,-0.991367,-0.17527,0.570336,0.720843,-0.562752,-0.159865,0.019197,0.017142,-0.066382,-0.18546,-0.982888
-0.618687,-0.990425,-0.967417,-0.25319,-0.740161,0.870785,0.569708,0.113335,-0.428328,0.398071,-0.047302,0.0087,-0.038132,0.193891,-0.990864
-0.319723,0.888,0.698964,0.715157,-0.729771,-0.68799,0.670633,0.53228,-0.401554,-0.344413,-0.082893,-0.003033,0.097568,-0.132149,-1.0
0.851366,-0.152634,0.958404,-0.285414,-0.856913,-0.777448,0.626953,0.707151,-0.314446,-0.427137,0.013603,0.038526,-0.20447,-0.004524,-0.970959
-0.002001,-0.104779,-0.162015,0.986788,-0.454433,0.358458,0.98481,0.176929,-0.117883,0.17359,-0.022994,0.020223,-0.07766,0.184006,-0.980518
-0.856921,-0.585787,-0.039956,0.999201,0.573416,-0.290454,0.778524,0.484182,0.303446,-0.064485,-0.021974,-0.008638,0.168755,0.125446,-1.0
-0.365213,-0.576797,0.863783,0.503865,0.139021,-0.358853,0.015898,0.712992,0.494314,-0.861736,-0.019581,0.012475,0.270886,0.126949,-1.0
0.761875,0.479716,-0.838147,-0.545444,0.688106,-0.062989,0.161746,0.13571,0.990572,-0.229706,0.013057,0.024066,-0.11254,-0.136243,-1.0
0.393749,0.817352,-0.100913,-0.994895,-0.07312,0.261769,0.639255,0.442011,-0.080082,0.10988,0.073177,0.04006,-0.073054,-0.20192,-1.0
-0.938434,0.097322,-0.972589,0.232532,-0.932164,-0.969934,0.317873,0.420542,-0.764237,-0.560252,-0.049158,-0.020637,0.057237,-0.201822,-1.0
-0.493011,-0.222899,-0.789565,0.613666,0.508033,-0.404002,0.62639,0.667147,0.26131,-0.196774,-0.043191,0.018998,0.196739,0.033413,-1.0
-0.210067,0.375792,-0.986229,-0.165387,0.832351,0.186841,0.952985,0.283801,0.33516,0.081653,0.014132,-0.000952,0.127311,-0.212933,-1.0
-0.066101,-0.549302,0.998853,-0.04788,0.330282,0.989164,0.865905,0.987117,0.190461,0.372887,-0.0169,0.033476,0.055299,0.155893,-0.984643
-0.895539,-0.976451,0.746478,-0.66541,-0.548742,0.3552,0.84291,0.824331,-0.227796,0.189477,-0.035057,-0.022839,0.137844,0.151195,-1.0
-0.373836,0.305695,0.218393,0.975861,0.156274,0.749462,0.752006,0.704521,0.064159,0.384168,0.018119,-0.013565,0.106884,0.178768,-1.0
0.490773,0.5088,0.880385,-0.47426,-0.739263,0.471268,0.885396,0.912913,-0.248058,0.259638,0.027108,0.015123,-0.111606,-0.13775,-0.98693
-0.614649,0.608603,0.99954,-0.030342,-0.507918,-0.623127,0.327787,0.749822,-0.366817,-0.706006,0.032952,-0.023702,0.120204,-0.13102,-1.0
-0.814189,-0.187877,0.92307,-0.384631,-0.677226,0.704874,0.631459,0.382962,-0.348788,0.405945,-0.016341,0.015722,0.164137,0.102842,-1.0
0.430489,0.621857,0.764088,-0.645112,0.144328,0.681849,0.801406,0.855406,0.147993,0.329557,-0.06245,0.000702,0.014446,-0.211062,-0.946292
-0.666467,0.271565,-0.947338,0.320234,0.148944,-0.451801,0.404192,0.636556,0.095464,-0.315187,0.040151,-0.035388,0.082402,-0.189307,-0.987888
0.440421,-0.298208,0.717831,-0.696218,0.540877,-0.553648,0.503975,0.963739,0.358445,-0.353478,0.017523,0.03926,0.090787,-0.144383,-1.0
-0.750199,0.907583,-0.817697,-0.575649,-0.948909,0.731124,0.759153,0.94807,-0.418816,0.244214,-0.055049,-0.03882,0.003104,-0.210467,-0.962903
0.681251,0.339213,-0.317909,0.948121,-0.859902,-0.965901,0.598241,0.004665,-0.431019,-0.346041,0.021575,0.004137,-0.18119,-0.017319,-0.959072
-0.596985,0.081822,-0.999949,-0.010118,-0.822664,-0.553403,0.648623,0.642758,-0.490012,-0.258945,-0.044154,0.005459,-0.128973,-0.120728,-1.0
-0.614482,-0.787355,-0.324178,-0.945996,-0.487456,0.233198,0.36731,0.048506,-0.4557,0.184731,-0.00214,0.050758,-0.018626,0.212315,-1.0
-0.2153,-0.445405,-0.696682,0.717381,0.222069,-0.538113,0.194292,0.469327,0.235664,-0.809702,0.012945,0.014174,0.084807,0.249143,-0.989573
0.635841,-0.469967,0.242512,-0.970148,-0.903716,-0.227918,0.657274,0.333607,-0.399672,-0.191176,0.039205,-0.025247,-0.218741,-0.00656,-0.977646
0.482759,-0.048938,-0.486476,-0.873694,-0.468497,0.58366,0.279451,0.938455,-0.627936,0.494724,-0.022677,-0.009662,-0.190498,0.004965,-0.994714
0.935755,-0.550757,0.185928,-0.982563,0.981561,-0.78728,0.009073,0.527949,0.676294,-0.689468,-0.019164,0.011265,-0.135568,-0.112188,-0.957995
0.4465,-0.275854,-0.139995,-0.990152,0.601959,-0.387804,0.769463,0.042832,0.303639,-0.20057,-0.044347,-0.071786,-0.06511,-0.173404,-1.0
0.912217,-0.18769,-0.959254,0.282544,0.133189,-0.621322,0.223699,0.445399,0.026016,-0.804473,-0.020976,0.041231,-0.198982,-0.015428,-0.991361
0.773571,-0.394147,-0.317264,-0.948337,-0.425143,0.895071,0.422935,0.733164,-0.383487,0.658658,0.03363,-0.01285,-0.224001,0.037012,-0.961004
0.009608,-0.62928,0.696113,-0.717932,0.611609,0.957966,0.971607,0.947132,0.259469,0.31425,0.008728,-0.02181,0.14266,0.15984,-1.0
-0.491037,-0.246325,0.938521,0.345221,0.377184,0.381323,0.945443,0.105572,0.178281,0.136569,0.042319,-0.016761,0.187656,0.062155,-0.995191
-0.716153,-0.467465,0.670264,0.742122,-0.382731,0.002617,0.688656,0.14567,-0.179042,0.049031,0.008043,0.00158,0.10622,0.183534,-0.968386
-0.733817,0.189887,0.819204,0.573502,-0.454458,-0.842058,0.338942,0.838744,-0.300317,-0.782569,0.029522,-0.001388,0.19902,-0.100186,-1.0
0.109314,0.003408,0.799972,-0.600037,-0.649426,-0.158776,0.137302,0.787824,-0.896556,-0.375932,-0.010588,-0.033412,-0.029303,-0.202952,-1.0
0.942792,0.651784,-0.913227,-0.407452,-0.382804,0.948533,0.538492,0.673268,-0.348174,0.515447,0.02449,-0.035159,-0.219601,-0.013959,-0.96029
-0.347961,0.796059,-0.905811,-0.423682,0.267457,0.140353,0.227821,0.225814,0.322879,0.153157,-0.011929,-0.029396,0.074315,-0.196241,-1.0
-0.423068,-0.236231,-0.863865,-0.503723,-0.995048,0.348404,0.667037,0.659902,-0.520097,0.087742,-0.007675,-0.039872,-0.193548,0.050919,-0.947178
0.004197,0.989249,0.785976,-0.618257,-0.538375,-0.993652,0.697058,0.43191,-0.146015,-0.48874,-0.008757,-0.034098,-0.002111,-0.239247,-1.0
0.659838,0.679494,0.820319,0.571906,0.48732,-0.354311,0.254473,0.148278,0.597418,-0.303055,0.02035,0.011095,0.011209,-0.201967,-0.970048
0.952238,-0.560968,-0.746587,-0.665288,0.022753,0.191849,0.530012,0.580853,0.024216,0.085684,0.100686,-0.278785,-0.179168,0.093189,-0.98956
0.546687,0.847924,-0.541397,-0.840767,-0.76042,-0.43635,0.512214,0.53314,-0.485194,-0.320014,-0.004895,-0.026467,-0.098803,-0.086918,-0.982338
-0.763195,0.715065,-0.89905,-0.437846,0.905598,-0.203135,0.059415,0.587015,0.980235,-0.344674,0.025229,-0.025077,0.130508,-0.184837,-0.980933
0.50903,0.669141,-0.425406,0.905003,-0.508207,0.842194,0.623465,0.070683,-0.278258,0.496415,0.012605,-0.007459,-0.180421,0.062375,-0.998539
-0.294972,0.398739,-0.685816,-0.727775,0.43354,0.836152,0.76981,0.551255,0.207724,0.439195,0.002765,0.025288,0.085986,-0.159402,-1.0
0.16095,-0.306448,-0.025777,0.999668,0.858532,0.130793,0.579087,0.320696,0.471897,0.10882,0.015857,0.002449,0.061707,0.224045,-1.0
0.497828,0.437247,0.90069,0.434462,-0.860047,0.599599,0.84348,0.913167,-0.298088,0.324285,-0.013992,-0.006912,-0.184303,0.025314,-0.994861
0.396547,-0.336535,0.780376,-0.625311,-0.095335,0.368207,0.052845,0.897003,-0.135104,0.968873,-0.061204,-0.001964,-0.032029,0.154907,-0.985206
-0.297393,-0.377909,0.806764,-0.590874,0.978512,-0.835867,0.505504,0.841936,0.520141,-0.395228,0.004881,0.007848,0.204034,-0.040653,-1.0
-0.200031,0.365203,0.318823,0.947814,-0.111308,-0.980105,0.2797,0.506857,-0.007414,-0.977013,-0.036006,0.010145,0.098254,-0.147588,-0.947619
0.517719,0.322985,-0.009945,-0.999951,-0.292597,0.882115,0.920425,0.518644,-0.156488,0.300888,-0.02598,0.015269,-0.167561,-0.059881,-1.0
-0.816254,-0.647404,-0.723609,-0.69021,0.733595,-0.937195,0.00492,0.075309,0.471283,-0.946256,0.002732,0.015682,0.216248,-0.021727,-1.0
-0.703965,-0.627979,0.055278,0.998471,-0.996473,0.899809,0.058858,0.888226,-0.650924,0.799069,0.003966,0.006108,-0.00126,0.175714,-1.0
-0.121618,-0.017297,-0.910055,-0.414488,-0.249267,-0.095904,0.711188,0.563365,-0.10228,-0.061713,0.103709,0.040106,-0.225997,-0.096414,-1.0
0.397717,-0.338698,0.415543,0.909574,0.599496,0.941105,0.344717,0.665685,0.499257,0.761246,-0.018463,-0.001327,-0.042899,0.155649,-0.96866
-0.930198,0.864584,-0.985611,-0.169027,0.27312,0.833598,0.203017,0.263463,0.111944,0.987821,-0.009556,-0.053438,0.200022,-0.115883,-0.997049
-0.63838,0.853473,0.512852,-0.858477,0.32118,0.815596,0.111921,0.3857,0.51464,0.848203,-0.007945,0.026331,0.129613,-0.102293,-1.0
-0.417575,0.859712,0.778663,-0.627443,-0.560569,0.299416,0.561614,0.848216,-0.346813,0.150413,0.03706,-0.020755,0.058463,-0.168975,-1.0
0.571127,0.893268,-0.434396,-0.900722,-0.402676,0.299739,0.393744,0.35329,-0.346407,0.175089,0.00311,0.009247,-0.16323,-0.111257,-1.0
-0.254686,-0.760576,0.688095,0.725621,0.250593,-0.963096,0.76654,0.653374,0.162397,-0.466988,0.059728,0.014033,0.204511,0.113072,-1.0
-0.449137,-0.830509,-0.596912,0.802307,-0.018959,0.128666,0.983997,0.769867,0.023183,0.068844,-0.001803,-0.057421,-0.009856,0.242131,-0.998718
-0.772415,0.647007,-0.969145,0.246491,-0.61172,-0.770978,0.348332,0.098307,-0.620329,-0.63505,0.029617,-0.030893,0.018633,-0.231711,-1.0
-0.476432,0.526959,0.567534,0.82335,0.603601,0.743546,0.221626,0.395627,0.646203,0.749113,-0.030488,-0.085169,0.205981,0.044459,-0.918235
-0.434394,-0.51713,-0.188272,0.982117,-0.768817,0.282237,0.118002,0.997959,-0.892359,0.51526,-0.022072,0.026711,-0.039885,0.206554,-0.994553
0.402238,0.449098,-0.360693,-0.932685,-0.262444,0.284074,0.280853,0.768837,-0.374912,0.271479,0.031871,-0.015144,-0.170519,-0.113659,-0.961156
0.479639,-0.32669,-0.942715,-0.333599,-0.031428,0.95953,0.697799,0.926298,-0.125512,0.436802,0.007077,0.006723,-0.147568,0.152595,-1.0
-0.899347,0.079225,-0.987771,0.155911,0.736694,-0.56919,0.168164,0.539096,0.720873,-0.690129,0.009699,-0.009365,0.247626,-0.071339,-0.983528
0.39409,0.971816,0.669266,-0.743023,0.04669,0.464236,0.923131,0.829682,0.055184,0.207264,-0.015912,0.009157,0.015987,-0.204086,-1.0
0.402286,-0.724935,0.027669,0.999617,-0.636572,0.113631,0.770494,0.813809,-0.277529,0.126487,0.028691,0.007387,-0.099519,0.204649,-0.949636
0.345375,-0.036466,-0.676433,-0.736505,0.061473,0.950639,0.584272,0.278316,-0.051384,0.591247,0.053506,0.101678,-0.186625,0.04362,-0.918585
0.218887,-0.847161,0.985687,-0.168586,-0.23565,0.444446,0.00449,0.691786,-0.325012,0.964418,-0.026611,-0.048994,-0.027693,0.177186,-0.99357
0.779237,0.943621,-0.877938,0.478774,0.826212,0.277075,0.72772,0.71586,0.34696,0.169477,-0.030667,-0.032671,-0.147711,-0.086298,-1.0
