# in_press_x,in_press_y,in_target_x,in_target_y,in_flow_x,in_flow_y,in_importance,in_crowdedness,out_grow_x,out_grow_y,out_prune_x,out_prune_y,out_shift_x,out_shift_y,out_apoptosis
-0.393349,-0.019698,0.785331,-0.619076,-0.237641,-0.581175,0.060147,0.019551,-0.433169,-0.730766,-0.029999,0.529542,0.430072,-0.988642,-1.0
-0.446927,-0.603175,0.860722,-0.509076,-0.918904,-0.524749,0.6498,0.456033,-0.660413,-0.173351,1.0,0.474196,-0.631295,0.724698,-1.0
-0.569821,-0.897502,0.267473,-0.963565,-0.162547,0.798119,0.074128,0.429582,-0.01495,1.0,-0.128796,-0.906754,0.024419,0.941327,-0.821733
-0.594881,-0.832446,-0.883018,-0.46934,0.033834,-0.662431,0.42631,0.734076,-0.019656,-0.952672,-0.812792,0.283837,0.853833,0.347731,-1.0
-0.292811,0.877116,-0.967254,0.25381,-0.608107,0.216364,0.87087,0.799164,-1.0,0.280538,0.669237,0.809551,0.085391,-1.0,-0.955191
0.836013,-0.725787,0.322532,0.946558,-0.823546,-0.907297,0.671509,0.346824,-0.762842,-0.860703,1.0,0.303416,-0.897905,0.136344,-0.931789
-0.88353,-0.370673,-0.550881,0.834584,0.909485,0.001048,0.506296,0.84176,0.821898,0.308229,-0.75867,-0.049936,1.0,0.213135,-0.817125
-0.576592,-0.583308,-0.702173,-0.712006,-0.019642,0.353823,0.970253,0.558924,-0.374779,0.979876,-0.446234,-0.945027,0.533337,0.854682,-1.0
-0.644178,-0.111848,-0.1822,-0.983261,-0.824686,0.127915,0.486476,0.46534,-0.889658,-0.017706,1.0,-0.33952,0.173134,1.0,-0.631625
-0.217641,-0.773542,0.625129,-0.780522,0.950252,0.638415,0.374033,0.636341,0.760125,0.633181,-0.731899,-0.926823,0.786616,0.988988,-0.539696
-0.036954,0.135513,0.764539,-0.644577,0.166471,0.685446,0.735604,0.170982,0.426698,0.925932,-0.626056,-1.0,0.070401,0.56881,-0.606064
-0.543193,0.957138,-0.999963,-0.008579,-0.921769,0.878973,0.427748,0.95265,-0.491682,0.761265,0.940078,-0.299096,-0.080548,-0.990001,-1.0
-0.056557,0.042876,0.826222,0.563345,0.224234,-0.37625,0.175715,0.592053,0.624,-0.72103,-0.785893,0.684185,0.570829,-0.718936,-1.0
0.252722,0.862375,-0.226484,0.974015,0.211827,-0.391356,0.33267,0.772492,0.91732,-0.855451,0.251683,0.838913,0.143188,-0.999826,-1.0
0.866802,-0.369784,-0.802033,-0.597279,-0.661402,-0.302228,0.820086,0.546021,-0.924516,-0.430051,0.809045,-0.350212,-1.0,0.617748,-1.0
-0.555745,0.854613,0.592991,-0.805209,-0.038419,-0.0354,0.277263,0.022272,-0.066351,-0.96392,-0.688199,0.988225,0.511016,-0.679554,-0.56098
0.319439,-0.548998,-0.789889,-0.613249,0.036082,0.076927,0.111621,0.514777,-0.737786,0.182127,0.251207,-0.560929,-0.212582,1.0,-0.885814
0.991409,0.116387,0.007695,0.99997,-0.007528,-0.98029,0.335528,0.844625,-0.26263,-1.0,0.644332,0.600555,-0.865414,-1.0,-0.91234
-0.40944,0.395729,-0.101785,-0.994806,-0.991953,-0.942892,0.928839,0.100305,-0.528298,-0.576667,0.799952,0.937328,-0.26769,-0.687174,-0.897084
0.828011,-0.814903,0.999728,0.023304,-0.914735,-0.445629,0.753749,0.935165,-1.0,-0.499159,1.0,-0.017022,-0.982855,0.350042,-1.0
-0.754956,-0.58334,0.597246,0.802058,0.608861,0.076238,0.584528,0.850361,1.0,0.305235,-1.0,-0.521087,1.0,0.580857,-1.0
0.941532,0.299388,-0.941829,0.336092,0.854488,-0.181426,0.338031,0.051975,0.948613,-0.285439,-0.990164,1.0,-0.613442,-0.847649,-1.0
-0.627293,0.474485,-0.077909,-0.99696,0.643553,-0.452588,0.957696,0.926753,0.689171,-0.855596,-0.656769,0.879143,0.496027,-0.966899,-1.0
-0.790553,-0.171274,0.207732,0.978186,0.863731,-0.698544,0.507772,0.510158,0.85205,-0.331036,-0.814748,0.472404,0.93104,-0.209482,-0.814389
0.615551,0.153596,0.612476,-0.790489,0.747432,0.462846,0.848553,0.764603,0.738118,0.75753,-0.610328,-0.71745,-0.580228,0.926925,-1.0
-0.511563,0.775612,0.981568,-0.191112,-0.599799,0.039365,0.066444,0.46744,-0.681229,-0.21811,0.398944,0.937246,0.13795,-0.940075,-0.858506
-0.563499,-0.825771,-0.469176,-0.883105,0.322267,-0.305714,0.163028,0.601052,0.432243,-0.747868,-0.898982,-0.188232,0.768905,0.99287,-1.0
-0.065113,-0.341977,0.666587,0.745428,0.202836,0.016178,0.975245,0.619919,0.838018,0.612869,-0.863354,-0.74183,0.64464,0.619431,-0.82961
0.662024,-0.964183,-0.131912,0.991261,-0.580018,-0.371348,0.358581,0.316714,-0.628331,-0.324056,1.0,-0.114919,-0.727159,0.868285,-0.954524
-0.734116,0.473484,-0.723404,0.690425,-0.874056,-0.784654,0.423721,0.971817,-0.881975,-0.908064,0.520386,0.772138,0.236982,-0.860252,-1.0
0.266477,0.717862,-0.851278,-0.524715,0.790741,-0.441687,0.384685,0.168317,0.767969,-0.358248,-0.442315,0.535133,-0.00473,-1.0,-1.0
-0.824208,0.613357,-0.887342,-0.461112,-0.773118,0.174351,0.213185,0.656853,-1.0,-0.020748,0.883245,0.563531,0.541834,-0.723225,-1.0
-0.316059,-0.211803,0.386815,-0.922157,-0.659877,-0.752811,0.675287,0.30973,-0.640948,-0.833931,0.251671,0.499794,-0.670748,-0.656419,-1.0
0.360456,-0.571694,0.883395,0.46863,-0.65248,-0.387918,0.689199,0.110625,-0.807591,-0.605204,0.604734,-0.00389,-0.614959,-0.01246,-1.0
0.337138,0.165394,0.877598,0.479398,-0.745877,0.57652,0.884567,0.241135,-0.906783,0.462644,0.928171,-0.507304,-1.0,-0.028776,-1.0
-0.364806,0.632384,0.826131,0.563479,-0.299491,0.154386,0.13271,0.168239,-0.716005,0.407591,0.408569,1.0,0.09327,-0.90949,-0.473714
0.925944,-0.724764,-0.927956,-0.372691,0.285973,0.627463,0.124834,0.600478,0.213524,1.0,0.113974,-0.537741,-1.0,0.82482,-1.0
-0.794683,0.330895,0.049031,-0.998797,0.7078,0.939765,0.295109,0.897103,0.963726,0.767219,-0.883574,-0.339729,1.0,0.225836,-0.88448
0.757692,0.229684,-0.902445,0.430805,-0.887725,0.624946,0.494317,0.096181,-0.960257,0.551901,0.731155,-0.40987,-1.0,-0.096849,-1.0
0.935842,-0.129501,0.230868,-0.972985,-0.146319,0.639514,0.241845,0.909571,-0.256765,1.0,0.806331,-0.617504,-0.626615,-0.075595,-0.712119
-0.820882,-0.206649,0.093515,0.995618,0.733425,0.63678,0.969524,0.869263,0.591325,0.312097,-0.580895,-0.51706,0.623237,0.408101,-0.930559
0.175269,-0.43018,-0.866355,-0.499429,0.219842,0.048558,0.774331,0.710948,0.968379,0.085199,-0.119202,-1.0,-0.072289,0.826015,-0.805949
-0.403156,-0.237893,-0.915055,0.403329,0.514678,-0.1718,0.717458,0.246652,0.938809,-0.256821,-0.803009,-0.019294,1.0,0.033692,-1.0
-0.615169,-0.723203,-0.983204,0.18251,-0.285324,-0.757139,0.583031,0.928867,-0.773729,-1.0,0.015565,1.0,1.0,0.648554,-0.905724
0.340847,-0.836111,0.60922,0.793001,0.88505,0.809583,0.215272,0.182682,0.963645,0.812705,-0.58981,-1.0,0.074159,1.0,-1.0
-0.016283,0.110461,-0.424761,-0.905306,-0.352267,-0.503971,0.145876,0.977032,-0.794575,-1.0,0.711531,0.836697,-0.352317,-0.869498,-0.979547
0.089414,0.522353,0.02467,0.999696,-0.880769,0.974493,0.37152,0.04139,-0.430637,1.0,0.693466,-0.776188,-1.0,-0.178087,-1.0
-0.487816,-0.194932,0.509403,-0.860528,-0.341306,-0.991059,0.816902,0.357861,-0.288012,-1.0,0.154809,1.0,0.554605,-1.0,-0.807056
0.174275,0.296839,-0.992182,0.1248,0.478754,-0.286654,0.522917,0.060123,0.339821,-0.702773,-0.818948,0.752546,0.09673,-1.0,-0.923697
0.104835,0.040278,0.90492,-0.425583,-0.454818,0.098428,0.732329,0.579198,-1.0,-0.014824,0.934238,-0.214401,-0.835503,0.173453,-1.0
0.386336,0.646409,0.527519,0.849543,-0.866498,0.242756,0.820396,0.580686,-0.858951,0.395864,0.888216,0.093445,-1.0,-0.491585,-0.906091
0.324636,-0.226353,-0.98826,-0.152779,-0.202823,0.652893,0.641321,0.203848,-0.562361,1.0,0.771234,-0.91557,-0.554725,0.660992,-0.697431
-0.140586,-0.541175,-0.675321,0.737524,0.220166,0.674103,0.798722,0.239481,0.176352,0.917331,-0.24207,-1.0,0.182791,0.967159,-0.717131
-0.777497,0.992046,-0.968082,-0.250634,-0.700453,0.249961,0.258276,0.348274,-0.871376,-0.169223,0.321641,1.0,0.385965,-0.986147,-0.861186
0.912821,-0.221585,-0.757444,0.6529,-0.842941,-0.269805,0.133953,0.906368,-0.868813,-0.342782,0.831275,-0.032763,-0.937086,0.022655,-1.0
0.920152,0.567325,0.745685,-0.666298,0.341884,-0.558255,0.742758,0.995865,0.396542,-0.573008,0.442802,1.0,-0.330466,-0.893351,-1.0
0.722345,-0.366686,0.435928,-0.899981,-0.60953,0.99178,0.724646,0.21631,-0.401199,0.501901,0.492406,-0.65347,-0.721932,0.609459,-0.952977
0.419502,-0.482153,-0.418278,0.908319,-0.581164,-0.722108,0.536731,0.806137,-0.574689,-1.0,1.0,0.417055,-0.971541,-0.31876,-1.0
-0.223259,-0.725999,-0.438033,-0.898959,-0.030677,0.456921,0.679519,0.097228,-0.510062,1.0,-0.477939,-1.0,0.254437,0.813161,-1.0
0.485583,0.529521,0.244412,-0.969671,0.997134,-0.829481,0.363945,0.420793,0.719218,-0.340051,-0.052916,1.0,0.221367,-0.672266,-0.918939
0.127749,-0.391348,0.966979,-0.254855,0.076729,0.316626,0.155945,0.314986,0.674213,0.810843,-0.503597,-0.759546,-0.168801,0.903692,-0.824624
0.397849,0.319814,0.98453,0.175218,0.929497,-0.922105,0.457196,0.454446,0.883737,-0.629023,-0.439826,0.959983,-0.053415,-0.946937,-1.0
0.429214,-0.482349,-0.784174,-0.620541,-0.541552,-0.02643,0.544406,0.526469,-1.0,-0.078304,0.82651,0.019063,-0.52174,0.121402,-0.88594
-0.397748,-0.481563,-0.769455,-0.638701,0.507666,-0.18339,0.012892,0.725344,1.0,-0.364017,-0.60729,-0.140237,0.882053,0.364053,-1.0
0.165116,0.217673,-0.188224,-0.982126,-0.432642,-0.063426,0.939401,0.908764,-0.949553,-0.008426,0.852616,0.302142,-0.592951,-0.107845,-0.589216
-0.889154,0.78478,0.521054,-0.853524,0.935945,-0.98336,0.811647,0.393238,0.984294,-0.838058,-0.645855,0.81026,0.008107,-0.789172,-1.0
0.925471,0.461553,0.913363,-0.407147,-0.648334,-0.87303,0.97519,0.739729,-0.683071,-1.0,0.72903,0.56253,-0.667495,-0.993055,-0.978589
-0.155547,-0.254952,-0.269907,-0.962886,0.159547,0.678416,0.906886,0.258817,0.28552,0.737733,0.040391,-0.695946,0.26993,1.0,-0.894988
-0.043372,-0.465691,-0.696947,-0.717123,-0.594332,-0.665597,0.487633,0.033243,-0.622285,-0.695571,0.744955,0.514043,-1.0,0.067285,-0.822352
-0.891059,-0.444464,-0.813564,0.581476,-0.180084,-0.54014,0.364153,0.148858,-0.343718,-0.889757,-0.94006,0.306425,1.0,0.279037,-1.0
-0.526002,0.116627,-0.97204,-0.234817,-0.553001,-0.395548,0.687112,0.351016,-0.632173,-0.634951,0.505718,1.0,0.663661,-0.935716,-1.0
-0.704844,-0.646465,0.812152,0.583446,-0.954153,-0.023209,0.436565,0.846282,-0.518484,0.296083,0.625972,-0.81555,-0.021239,0.963041,-0.758265
-0.626317,-0.95408,0.922633,0.385679,-0.376475,-0.986794,0.849225,0.930026,-0.417733,-1.0,-0.72351,0.669926,0.739545,0.325329,-1.0
-0.630391,-0.779858,0.619086,0.785323,-0.943357,0.948518,0.108111,0.950055,-0.369694,0.862054,0.467786,-1.0,0.125012,1.0,-0.416861
-0.269616,0.344,0.144278,0.989537,-0.679425,0.471539,0.126694,0.120446,-0.750237,0.632463,1.0,-0.252953,-1.0,-0.31204,-0.867665
0.374485,-0.760184,0.509507,0.860467,-0.519913,0.860474,0.399069,0.889311,-0.286504,0.693115,0.602628,-1.0,-0.232103,1.0,-0.900774
0.976572,-0.811285,0.186439,0.982466,-0.697482,-0.570132,0.567073,0.914824,-1.0,-0.994045,0.6587,-0.042442,-1.0,0.572333,-0.761331
